Domain Code,Domain,Area_Code_(FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2004","2004","tonnes","2390000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2006","2006","tonnes","3363000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2008","2008","tonnes","2623000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2010","2010","tonnes","4532000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2012","2012","tonnes","5050000","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2014","2014","tonnes","5370259","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2016","2016","tonnes","4555110","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2018","2018","tonnes","3613300","","Official data"
"QCL","Crops and livestock products","2","Afghanistan","5510","Production","15","Wheat","2020","2020","tonnes","5185000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2000","2000","ha","13355","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2002","2002","ha","14026","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2004","2004","ha","21087","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2006","2006","ha","26709","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2008","2008","ha","33607","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2010","2010","ha","37055","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2012","2012","ha","44284","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2014","2014","ha","53000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2016","2016","ha","60776","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2018","2018","ha","71411","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","406","Garlic","2020","2020","ha","73564","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2000","2000","hg/ha","29951","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2002","2002","hg/ha","28019","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2004","2004","hg/ha","34803","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2006","2006","hg/ha","38371","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2008","2008","hg/ha","43091","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2010","2010","hg/ha","44364","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2012","2012","hg/ha","52752","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2014","2014","hg/ha","58868","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2016","2016","hg/ha","62829","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2018","2018","hg/ha","64692","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","406","Garlic","2020","2020","hg/ha","65990","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2000","2000","tonnes","40000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2002","2002","tonnes","39300","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2004","2004","tonnes","73390","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2006","2006","tonnes","102485","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2008","2008","tonnes","144817","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2010","2010","tonnes","164392","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2012","2012","tonnes","233609","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2014","2014","tonnes","312000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2016","2016","tonnes","381851","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2018","2018","tonnes","461970","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","406","Garlic","2020","2020","tonnes","485447","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2000","2000","ha","6879","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2002","2002","ha","7689","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2004","2004","ha","7917","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2006","2006","ha","8093","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2008","2008","ha","9416","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2010","2010","ha","9066","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2012","2012","ha","8704","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2014","2014","ha","9498","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2016","2016","ha","9473","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2018","2018","ha","9609","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","720","Ginger","2020","2020","ha","10304","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2000","2000","hg/ha","55241","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2002","2002","hg/ha","55924","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2004","2004","hg/ha","60863","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2006","2006","hg/ha","70431","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2008","2008","hg/ha","81825","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2010","2010","hg/ha","82551","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2012","2012","hg/ha","82817","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2014","2014","hg/ha","81070","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2016","2016","hg/ha","81590","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2018","2018","hg/ha","82670","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","720","Ginger","2020","2020","hg/ha","82383","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2000","2000","tonnes","38000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2002","2002","tonnes","43000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2004","2004","tonnes","48185","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2006","2006","tonnes","57000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2008","2008","tonnes","77046","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2010","2010","tonnes","74841","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2012","2012","tonnes","72084","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2014","2014","tonnes","77000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2016","2016","tonnes","77290","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2018","2018","tonnes","79438","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","720","Ginger","2020","2020","tonnes","84887","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2000","2000","ha","10801214","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2002","2002","ha","10771000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2004","2004","ha","10248102","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2006","2006","ha","10579000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2008","2008","ha","11279150","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2010","2010","ha","11529000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2012","2012","ha","11423000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2014","2014","ha","11415642","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2016","2016","ha","11000809","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2018","2018","ha","11515000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","27","Rice, paddy","2020","2020","ha","11417745","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2000","2000","hg/ha","34836","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2002","2002","hg/ha","34902","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2004","2004","hg/ha","35359","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2006","2006","hg/ha","38541","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2008","2008","hg/ha","41441","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2010","2010","hg/ha","43422","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2012","2012","hg/ha","44206","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2014","2014","hg/ha","45382","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2016","2016","hg/ha","45863","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2018","2018","hg/ha","47257","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","27","Rice, paddy","2020","2020","hg/ha","48088","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2000","2000","tonnes","37627500","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2002","2002","tonnes","37593000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2004","2004","tonnes","36235976","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2006","2006","tonnes","40773000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2008","2008","tonnes","46742000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2010","2010","tonnes","50061200","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2012","2012","tonnes","50497000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2014","2014","tonnes","51806593","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2016","2016","tonnes","50452866","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2018","2018","tonnes","54416000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","27","Rice, paddy","2020","2020","tonnes","54905891","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2000","2000","ha","16188","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2002","2002","ha","15378","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2004","2004","ha","19877","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2006","2006","ha","10200","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2008","2008","ha","13000","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2010","2010","ha","14000","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2012","2012","ha","16200","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2014","2014","ha","17280","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2016","2016","ha","17341","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2018","2018","ha","37369","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","328","Seed cotton","2020","2020","ha","21581","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2000","2000","hg/ha","25019","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2002","2002","hg/ha","27944","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2004","2004","hg/ha","23019","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2006","2006","hg/ha","52623","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2008","2008","hg/ha","27670","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2010","2010","hg/ha","30974","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2012","2012","hg/ha","32000","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2014","2014","hg/ha","33333","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2016","2016","hg/ha","34600","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2018","2018","hg/ha","34788","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","328","Seed cotton","2020","2020","hg/ha","33985","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2000","2000","tonnes","40500","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2002","2002","tonnes","42973","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2004","2004","tonnes","45755","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2006","2006","tonnes","53675","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2008","2008","tonnes","35971","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2010","2010","tonnes","43363","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2012","2012","tonnes","51840","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2014","2014","tonnes","57600","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2016","2016","tonnes","60000","*","Unofficial figure"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2018","2018","tonnes","130000","F","FAO estimate"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","328","Seed cotton","2020","2020","tonnes","73343","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2000","2000","ha","14569","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2002","2002","ha","15384","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2004","2004","ha","17925","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2006","2006","ha","18769","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2008","2008","ha","19642","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2010","2010","ha","23817","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2012","2012","ha","25627","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2014","2014","ha","27114","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2016","2016","ha","27342","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2018","2018","ha","28130","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","388","Tomatoes","2020","2020","ha","28514","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2000","2000","hg/ha","68639","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2002","2002","hg/ha","66953","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2004","2004","hg/ha","66909","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2006","2006","hg/ha","69945","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2008","2008","hg/ha","72833","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2010","2010","hg/ha","79864","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2012","2012","hg/ha","99672","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2014","2014","hg/ha","95891","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2016","2016","hg/ha","134636","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2018","2018","hg/ha","136878","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","388","Tomatoes","2020","2020","hg/ha","145716","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2000","2000","tonnes","100000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2002","2002","tonnes","103000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2004","2004","tonnes","119935","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2006","2006","tonnes","131280","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2008","2008","tonnes","143058","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2010","2010","tonnes","190213","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2012","2012","tonnes","255430","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2014","2014","tonnes","260000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2016","2016","tonnes","368121","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2018","2018","tonnes","385038","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","388","Tomatoes","2020","2020","tonnes","415494","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2000","2000","ha","832447","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2002","2002","ha","742000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2004","2004","ha","641875","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2006","2006","ha","479000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2008","2008","ha","388000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2010","2010","ha","376256","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2012","2012","ha","358181","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2014","2014","ha","429770","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2016","2016","ha","444805","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2018","2018","ha","351213","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2020","2020","ha","332254","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2000","2000","hg/ha","22104","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2002","2002","hg/ha","21644","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2004","2004","hg/ha","19527","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2006","2006","hg/ha","15344","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2008","2008","hg/ha","21753","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2010","2010","hg/ha","23959","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2012","2012","hg/ha","27789","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2014","2014","hg/ha","30319","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2016","2016","hg/ha","30310","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2018","2018","hg/ha","31302","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5419","Yield","15","Wheat","2020","2020","hg/ha","30970","Fc","Calculated data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2000","2000","tonnes","1840000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2002","2002","tonnes","1606000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2004","2004","tonnes","1253380","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2006","2006","tonnes","735000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2008","2008","tonnes","844000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2010","2010","tonnes","901490","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2012","2012","tonnes","995356","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2014","2014","tonnes","1303000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2016","2016","tonnes","1348186","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2018","2018","tonnes","1099373","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2020","2020","tonnes","1029000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2000","2000","ha","230000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2002","2002","ha","240000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2004","2004","ha","201200","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2006","2006","ha","226600","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2008","2008","ha","264000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2010","2010","ha","282900","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2012","2012","ha","321900","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2014","2014","ha","313040","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2016","2016","ha","277000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2018","2018","ha","301000","","Official data"
"QCL","Crops and livestock products","100","India","5312","Area harvested","515","Apples","2020","2020","ha","308000","","Official data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2000","2000","hg/ha","45652","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2002","2002","hg/ha","48333","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2004","2004","hg/ha","75626","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2006","2006","hg/ha","80053","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2008","2008","hg/ha","75795","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2010","2010","hg/ha","62821","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2012","2012","hg/ha","68450","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2014","2014","hg/ha","79788","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2016","2016","hg/ha","91011","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2018","2018","hg/ha","77309","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","515","Apples","2020","2020","hg/ha","88766","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2000","2000","tonnes","1050000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2002","2002","tonnes","1160000","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2004","2004","tonnes","1521600","","Official data"
"QCL","Crops and livestock products","100","India","5510","Production","515","Apples","2006","2006","tonnes","1814000","","Official data"
